yil,sinav,ders,soru_no,cevap
2022,AYT,Sosyal2,14,E
2022,AYT,Matematik,14,A
2022,AYT,Fen,14,A
2022,AYT,Sosyal2,15,D
2022,AYT,Matematik,15,C
2022,AYT,Fen,15,C
2022,AYT,Sosyal2,16,D
2022,AYT,Matematik,16,A
2022,AYT,Fen,16,D
2022,AYT,Sosyal2,17,E
2022,AYT,Matematik,17,A
2022,AYT,Fen,17,B
2022,AYT,Sosyal2,18,A
2022,AYT,Matematik,18,D
2022,AYT,Fen,18,E
2022,AYT,Sosyal2,19,A
2022,AYT,Matematik,19,D
2022,AYT,Fen,19,B
2022,AYT,Sosyal2,20,C
2022,AYT,Matematik,20,B
2022,AYT,Fen,20,E
2022,AYT,Sosyal2,21,C
2022,AYT,Matematik,21,E
2022,AYT,Fen,21,A
2022,AYT,Sosyal2,22,B
2022,AYT,Matematik,22,B
2022,AYT,Fen,22,E
2022,AYT,Sosyal2,23,D
2022,AYT,Matematik,23,D
2022,AYT,Fen,23,D
2022,AYT,Sosyal2,24,A
2022,AYT,Matematik,24,A
2022,AYT,Fen,24,A
2022,AYT,Sosyal2,25,D
2022,AYT,Matematik,25,B
2022,AYT,Fen,25,B
2022,AYT,Sosyal2,26,B
2022,AYT,Fen,26,C
2022,AYT,Matematik,26,B
2022,AYT,Matematik,27,C
2022,AYT,Sosyal2,27,C
2022,AYT,Fen,27,D
2022,AYT,Matematik,28,C
2022,AYT,Sosyal2,28,A
2022,AYT,Fen,28,D
2022,AYT,Sosyal2,29,E
2022,AYT,Matematik,29,A
2022,AYT,Fen,29,E
2022,AYT,Sosyal2,30,D
2022,AYT,Matematik,30,B
2022,AYT,Fen,30,C
2022,AYT,Sosyal2,31,D
2022,AYT,Matematik,31,E
2022,AYT,Fen,31,E
2022,AYT,Sosyal2,32,C
2022,AYT,Matematik,32,B
2022,AYT,Fen,32,B
2022,AYT,Sosyal2,33,B
2022,AYT,Matematik,33,A
2022,AYT,Fen,33,E
2022,AYT,Sosyal2,34,C
2022,AYT,Matematik,34,D
2022,AYT,Fen,34,A
2022,AYT,Sosyal2,35,C
2022,AYT,Matematik,35,C
2022,AYT,Fen,35,B
2022,AYT,Sosyal2,36,D
2022,AYT,Matematik,36,E
2022,AYT,Fen,36,C
2022,AYT,Sosyal2,37,A
2022,AYT,Matematik,37,B
2022,AYT,Fen,37,C
2022,AYT,Sosyal2,38,E
2022,AYT,Matematik,38,C
2022,AYT,Fen,38,B
2022,AYT,Sosyal2,39,A
2022,AYT,Matematik,39,E
2022,AYT,Fen,39,B
2022,AYT,Sosyal2,40,B
2022,AYT,Matematik,40,D
2022,AYT,Fen,40,D
2022,AYT,Sosyal2,41,B
2022,AYT,Sosyal2,42,D
2022,AYT,Sosyal2,43,D
2022,AYT,Sosyal2,44,A
2022,AYT,Sosyal2,45,A
2022,AYT,Sosyal2,46,D
2023,AYT,Matematik,1,E
2023,AYT,Matematik,2,B
2023,AYT,Matematik,3,A
2023,AYT,Matematik,4,A
2023,AYT,Matematik,5,D
2023,AYT,Matematik,6,E
2023,AYT,Matematik,7,D
2023,AYT,Matematik,8,C
2023,AYT,Matematik,9,A
2023,AYT,Matematik,10,E
2023,AYT,Matematik,11,D
2023,AYT,Matematik,12,A
2023,AYT,Matematik,13,B
2023,AYT,Matematik,14,B
2023,AYT,Matematik,15,D
2023,AYT,Matematik,16,A
2023,AYT,Matematik,17,E
2023,AYT,Matematik,18,D
2023,AYT,Matematik,19,D
2023,AYT,Matematik,20,C
2023,AYT,Matematik,21,C
2023,AYT,Matematik,22,A
2023,AYT,Matematik,23,D
2023,AYT,Matematik,24,B
2023,AYT,Matematik,25,B
2023,AYT,Matematik,26,D
2023,AYT,Matematik,27,B
2023,AYT,Matematik,28,C
2023,AYT,Matematik,29,D
2023,AYT,Matematik,30,B
2023,AYT,Matematik,31,C
2023,AYT,Matematik,32,A
2023,AYT,Matematik,33,E
2023,AYT,Matematik,34,C
2023,AYT,Matematik,35,B
2023,AYT,Matematik,36,E
2023,AYT,Matematik,37,A
2023,AYT,Matematik,38,E
2023,AYT,Matematik,39,B
2023,AYT,Matematik,40,C
2023,AYT,Fen,1,D
2023,AYT,Fen,2,C
2023,AYT,Fen,3,A
2023,AYT,Fen,4,D
2023,AYT,Fen,5,C
2023,AYT,Fen,6,D
2023,AYT,Fen,7,E
2023,AYT,Fen,8,B
2023,AYT,Fen,9,D
2023,AYT,Fen,10,C
2023,AYT,Fen,11,C
2023,AYT,Fen,12,B
2023,AYT,Fen,13,D
2023,AYT,Fen,14,C
2023,AYT,Fen,15,C
2023,AYT,Fen,16,B
2023,AYT,Fen,17,D
2023,AYT,Fen,18,D
2023,AYT,Fen,19,B
2023,AYT,Fen,20,A
2023,AYT,Fen,21,B
2023,AYT,Fen,22,E
2023,AYT,Fen,23,A
2023,AYT,Fen,24,A
2023,AYT,Fen,25,B
2023,AYT,Fen,26,B
2023,AYT,Fen,27,A
2023,AYT,Fen,28,E
2023,AYT,Fen,29,D
2023,AYT,Fen,30,A
2023,AYT,Fen,31,E
2023,AYT,Fen,32,E
2023,AYT,Fen,33,C
2023,AYT,Fen,34,C
2023,AYT,Fen,35,A
2023,AYT,Fen,36,A
2023,AYT,Fen,37,C
2023,AYT,Fen,38,D
2023,AYT,Fen,39,D
2023,AYT,Fen,40,E
2023,AYT,Sosyal2,1,E
2023,AYT,Sosyal2,2,A
2023,AYT,Sosyal2,3,D
2023,AYT,Sosyal2,4,E
2023,AYT,Sosyal2,5,B
2023,AYT,Sosyal2,6,B
2023,AYT,Sosyal2,7,A
2023,AYT,Sosyal2,8,B
2023,AYT,Sosyal2,9,C
2023,AYT,Sosyal2,10,C
2023,AYT,Sosyal2,11,D
2023,AYT,Sosyal2,12,D
2023,AYT,Sosyal2,13,B
2023,AYT,Sosyal2,14,B
2023,AYT,Sosyal2,15,A
2023,AYT,Sosyal2,16,E
2023,AYT,Sosyal2,17,B
2023,AYT,Sosyal2,18,A
2023,AYT,Sosyal2,19,E
2023,AYT,Sosyal2,20,D
2023,AYT,Sosyal2,21,A
2023,AYT,Sosyal2,22,C
2023,AYT,Sosyal2,23,D
2023,AYT,Sosyal2,24,D
2023,AYT,Sosyal2,25,B
2023,AYT,Sosyal2,26,B
2023,AYT,Sosyal2,27,D
2023,AYT,Sosyal2,28,B
2023,AYT,Sosyal2,29,D
2023,AYT,Sosyal2,30,E
2023,AYT,Sosyal2,31,C
2023,AYT,Sosyal2,32,B
2023,AYT,Sosyal2,33,B
2023,AYT,Sosyal2,34,C
2023,AYT,Sosyal2,35,D
2023,AYT,Sosyal2,36,A
2023,AYT,Sosyal2,37,A
2023,AYT,Sosyal2,38,E
2023,AYT,Sosyal2,39,A
2023,AYT,Sosyal2,40,C
2023,AYT,Sosyal2,41,E
2023,AYT,Sosyal2,42,C
2023,AYT,Sosyal2,43,C
2023,AYT,Sosyal2,44,E
2023,AYT,Sosyal2,45,B
2023,AYT,Sosyal2,46,B
2023,AYT,Edebiyat-Sosyal1,1,B
2023,AYT,Edebiyat-Sosyal1,2,C
2023,AYT,Edebiyat-Sosyal1,3,C
2023,AYT,Edebiyat-Sosyal1,4,D
2023,AYT,Edebiyat-Sosyal1,5,A
2023,AYT,Edebiyat-Sosyal1,6,A
2023,AYT,Edebiyat-Sosyal1,7,E
2023,AYT,Edebiyat-Sosyal1,8,C
2023,AYT,Edebiyat-Sosyal1,9,B
2023,AYT,Edebiyat-Sosyal1,10,E
2023,AYT,Edebiyat-Sosyal1,11,A
2023,AYT,Edebiyat-Sosyal1,12,C
2023,AYT,Edebiyat-Sosyal1,13,D
2023,AYT,Edebiyat-Sosyal1,14,B
2023,AYT,Edebiyat-Sosyal1,15,D
2023,AYT,Edebiyat-Sosyal1,16,B
2023,AYT,Edebiyat-Sosyal1,17,C
2023,AYT,Edebiyat-Sosyal1,18,A
2023,AYT,Edebiyat-Sosyal1,19,A
2023,AYT,Edebiyat-Sosyal1,20,D
2023,AYT,Edebiyat-Sosyal1,21,E
2023,AYT,Edebiyat-Sosyal1,22,C
2023,AYT,Edebiyat-Sosyal1,23,E
2023,AYT,Edebiyat-Sosyal1,24,C
2023,AYT,Edebiyat-Sosyal1,25,E
2023,AYT,Edebiyat-Sosyal1,26,B
2023,AYT,Edebiyat-Sosyal1,27,C
2023,AYT,Edebiyat-Sosyal1,28,C
2023,AYT,Edebiyat-Sosyal1,29,A
2023,AYT,Edebiyat-Sosyal1,30,A
2023,AYT,Edebiyat-Sosyal1,31,C
2023,AYT,Edebiyat-Sosyal1,32,A
2023,AYT,Edebiyat-Sosyal1,33,C
2023,AYT,Edebiyat-Sosyal1,34,E
2023,AYT,Edebiyat-Sosyal1,35,D
2023,AYT,Edebiyat-Sosyal1,36,B
2023,AYT,Edebiyat-Sosyal1,37,C
2023,AYT,Edebiyat-Sosyal1,38,B
2023,AYT,Edebiyat-Sosyal1,39,E
2023,AYT,Edebiyat-Sosyal1,40,A
2024,AYT,Matematik,1,D
2024,AYT,Matematik,2,C
2024,AYT,Matematik,3,E
2024,AYT,Matematik,4,D
2024,AYT,Matematik,5,C
2024,AYT,Matematik,6,B
2024,AYT,Matematik,7,D
2024,AYT,Matematik,8,A
2024,AYT,Matematik,9,B
2024,AYT,Matematik,10,E
2024,AYT,Matematik,11,D
2024,AYT,Matematik,12,A
2024,AYT,Matematik,13,D
2024,AYT,Matematik,14,C
2024,AYT,Matematik,15,B
2024,AYT,Matematik,16,E
2024,AYT,Matematik,17,D
2024,AYT,Matematik,18,C
2024,AYT,Matematik,19,E
2024,AYT,Matematik,20,C
2024,AYT,Matematik,21,D
2024,AYT,Matematik,22,B
2024,AYT,Matematik,23,A
2024,AYT,Matematik,24,A
2024,AYT,Matematik,25,B
2024,AYT,Matematik,26,E
2024,AYT,Matematik,27,B
2024,AYT,Matematik,28,A
2024,AYT,Matematik,29,C
2024,AYT,Matematik,30,D
2024,AYT,Matematik,31,B
2024,AYT,Matematik,32,B
2024,AYT,Matematik,33,D
2024,AYT,Matematik,34,C
2024,AYT,Matematik,35,E
2024,AYT,Matematik,36,E
2024,AYT,Matematik,37,C
2024,AYT,Matematik,38,A
2024,AYT,Matematik,39,B
2024,AYT,Matematik,40,A
2024,AYT,Fen,1,D
2024,AYT,Fen,2,E
2024,AYT,Fen,3,B
2024,AYT,Fen,4,B
2024,AYT,Fen,5,E
2024,AYT,Fen,6,B
2024,AYT,Fen,7,A
2024,AYT,Fen,8,A
2024,AYT,Fen,9,C
2024,AYT,Fen,10,B
2024,AYT,Fen,11,C
2024,AYT,Fen,12,A
2024,AYT,Fen,13,B
2024,AYT,Fen,14,C
2024,AYT,Fen,15,C
2024,AYT,Fen,16,D
2024,AYT,Fen,17,A
2024,AYT,Fen,18,B
2024,AYT,Fen,19,C
2024,AYT,Fen,20,B
2024,AYT,Fen,21,A
2024,AYT,Fen,22,D
2024,AYT,Fen,23,E
2024,AYT,Fen,24,D
2024,AYT,Fen,25,C
2024,AYT,Fen,26,B
2024,AYT,Fen,27,B
2024,AYT,Fen,28,E
2024,AYT,Fen,29,E
2024,AYT,Fen,30,B
2024,AYT,Fen,31,C
2024,AYT,Fen,32,D
2024,AYT,Fen,33,D
2024,AYT,Fen,34,E
2024,AYT,Fen,35,D
2024,AYT,Fen,36,A
2024,AYT,Fen,37,B
2024,AYT,Fen,38,E
2024,AYT,Fen,39,C
2024,AYT,Fen,40,A
2024,AYT,Sosyal2,1,C
2024,AYT,Sosyal2,2,A
2024,AYT,Sosyal2,3,D
2024,AYT,Sosyal2,4,A
2024,AYT,Sosyal2,5,D
2024,AYT,Sosyal2,6,B
2024,AYT,Sosyal2,7,D
2024,AYT,Sosyal2,8,C
2024,AYT,Sosyal2,9,B
2024,AYT,Sosyal2,10,A
2024,AYT,Sosyal2,11,E
2024,AYT,Sosyal2,12,B
2024,AYT,Sosyal2,13,E
2024,AYT,Sosyal2,14,B
2024,AYT,Sosyal2,15,C
2024,AYT,Sosyal2,16,A
2024,AYT,Sosyal2,17,E
2024,AYT,Sosyal2,18,E
2024,AYT,Sosyal2,19,A
2024,AYT,Sosyal2,20,D
2024,AYT,Sosyal2,21,C
2024,AYT,Sosyal2,22,D
2024,AYT,Sosyal2,23,A
2024,AYT,Sosyal2,24,E
2024,AYT,Sosyal2,25,B
2024,AYT,Sosyal2,26,B
2024,AYT,Sosyal2,27,C
2024,AYT,Sosyal2,28,D
2024,AYT,Sosyal2,29,B
2024,AYT,Sosyal2,30,A
2024,AYT,Sosyal2,31,A
2024,AYT,Sosyal2,32,D
2024,AYT,Sosyal2,33,B
2024,AYT,Sosyal2,34,D
2024,AYT,Sosyal2,35,A
2024,AYT,Sosyal2,36,B
2024,AYT,Sosyal2,37,C
2024,AYT,Sosyal2,38,D
2024,AYT,Sosyal2,39,B
2024,AYT,Sosyal2,40,E
2024,AYT,Sosyal2,41,C
2024,AYT,Sosyal2,42,A
2024,AYT,Sosyal2,43,A
2024,AYT,Sosyal2,44,C
2024,AYT,Sosyal2,45,C
2024,AYT,Sosyal2,46,E
2024,AYT,Edebiyat-Sosyal1,1,B
2024,AYT,Edebiyat-Sosyal1,2,E
2024,AYT,Edebiyat-Sosyal1,3,B
2024,AYT,Edebiyat-Sosyal1,4,D
2024,AYT,Edebiyat-Sosyal1,5,C
2024,AYT,Edebiyat-Sosyal1,6,D
2024,AYT,Edebiyat-Sosyal1,7,C
2024,AYT,Edebiyat-Sosyal1,8,E
2024,AYT,Edebiyat-Sosyal1,9,B
2024,AYT,Edebiyat-Sosyal1,10,E
2024,AYT,Edebiyat-Sosyal1,11,B
2024,AYT,Edebiyat-Sosyal1,12,A
2024,AYT,Edebiyat-Sosyal1,13,B
2024,AYT,Edebiyat-Sosyal1,14,A
2024,AYT,Edebiyat-Sosyal1,15,E
2024,AYT,Edebiyat-Sosyal1,16,B
2024,AYT,Edebiyat-Sosyal1,17,E
2024,AYT,Edebiyat-Sosyal1,18,D
2024,AYT,Edebiyat-Sosyal1,19,A
2024,AYT,Edebiyat-Sosyal1,20,C
2024,AYT,Edebiyat-Sosyal1,21,D
2024,AYT,Edebiyat-Sosyal1,22,E
2024,AYT,Edebiyat-Sosyal1,23,B
2024,AYT,Edebiyat-Sosyal1,24,C
2024,AYT,Edebiyat-Sosyal1,25,A
2024,AYT,Edebiyat-Sosyal1,26,E
2024,AYT,Edebiyat-Sosyal1,27,C
2024,AYT,Edebiyat-Sosyal1,28,A
2024,AYT,Edebiyat-Sosyal1,29,B
2024,AYT,Edebiyat-Sosyal1,30,D
2024,AYT,Edebiyat-Sosyal1,31,C
2024,AYT,Edebiyat-Sosyal1,32,A
2024,AYT,Edebiyat-Sosyal1,33,E
2024,AYT,Edebiyat-Sosyal1,34,A
2024,AYT,Edebiyat-Sosyal1,35,C
2024,AYT,Edebiyat-Sosyal1,36,A
2024,AYT,Edebiyat-Sosyal1,37,D
2024,AYT,Edebiyat-Sosyal1,38,E
2024,AYT,Edebiyat-Sosyal1,39,B
2024,AYT,Edebiyat-Sosyal1,40,D
2018,TYT,Sosyal,1,B
2018,TYT,Sosyal,2,C
2018,TYT,Sosyal,3,D
2018,TYT,Sosyal,4,C
2018,TYT,Sosyal,5,A
2018,TYT,Sosyal,6,C
2018,TYT,Sosyal,7,C
2018,TYT,Sosyal,8,A
2018,TYT,Sosyal,9,E
2018,TYT,Sosyal,10,B
2018,TYT,Sosyal,11,B
2018,TYT,Sosyal,12,D
2018,TYT,Sosyal,13,B
2018,TYT,Sosyal,14,E
2018,TYT,Sosyal,15,E
2018,TYT,Sosyal,16,A
2018,TYT,Sosyal,17,E
2018,TYT,Sosyal,18,D
2018,TYT,Sosyal,19,B
2018,TYT,Sosyal,20,D
2018,TYT,Sosyal,21,A
2018,TYT,Sosyal,22,A
2018,TYT,Sosyal,23,E
2018,TYT,Sosyal,24,C
2018,TYT,Sosyal,25,B
2018,TYT,Matematik,1,D
2018,TYT,Matematik,2,E
2018,TYT,Matematik,3,B
2018,TYT,Matematik,4,C
2018,TYT,Matematik,5,B
2018,TYT,Matematik,6,C
2018,TYT,Matematik,7,D
2018,TYT,Matematik,8,A
2018,TYT,Matematik,9,B
2018,TYT,Matematik,10,E
2018,TYT,Matematik,11,B
2018,TYT,Matematik,12,D
2018,TYT,Matematik,13,C
2018,TYT,Matematik,14,A
2018,TYT,Matematik,15,B
2018,TYT,Matematik,16,E
2018,TYT,Matematik,17,A
2018,TYT,Matematik,18,D
2018,TYT,Matematik,19,A
2018,TYT,Matematik,20,E
2018,TYT,Matematik,21,E
2018,TYT,Matematik,22,A
2018,TYT,Matematik,23,D
2018,TYT,Matematik,24,A
2018,TYT,Matematik,25,A
2018,TYT,Matematik,26,D
2018,TYT,Matematik,27,E
2018,TYT,Matematik,28,C
2018,TYT,Matematik,29,D
2018,TYT,Matematik,30,D
2018,TYT,Matematik,31,C
2018,TYT,Matematik,32,C
2018,TYT,Matematik,33,C
2018,TYT,Matematik,34,D
2018,TYT,Matematik,35,B
2018,TYT,Matematik,36,A
2018,TYT,Matematik,37,B
2018,TYT,Matematik,38,A
2018,TYT,Matematik,39,C
2018,TYT,Matematik,40,B
2018,TYT,Fen,1,E
2018,TYT,Fen,2,C
2018,TYT,Fen,3,A
2018,TYT,Fen,4,D
2018,TYT,Fen,5,D
2018,TYT,Fen,6,B
2018,TYT,Fen,7,E
2018,TYT,Fen,8,E
2018,TYT,Fen,9,C
2018,TYT,Fen,10,A
2018,TYT,Fen,11,D
2018,TYT,Fen,12,E
2018,TYT,Fen,13,A
2018,TYT,Fen,14,D
2018,TYT,Fen,15,C
2018,TYT,Fen,16,B
2018,TYT,Fen,17,E
2018,TYT,Fen,18,E
2018,TYT,Fen,19,D
2018,TYT,Fen,20,E
2018,TYT,Türkçe,1,E
2018,TYT,Türkçe,2,C
2018,TYT,Türkçe,3,E
2018,TYT,Türkçe,4,E
2018,TYT,Türkçe,5,B
2018,TYT,Türkçe,6,B
2018,TYT,Türkçe,7,E
2018,TYT,Türkçe,8,D
2018,TYT,Türkçe,9,C
2018,TYT,Türkçe,10,C
2018,TYT,Türkçe,11,D
2018,TYT,Türkçe,12,C
2018,TYT,Türkçe,13,B
2018,TYT,Türkçe,14,E
2018,TYT,Türkçe,15,D
2018,TYT,Türkçe,16,C
2018,TYT,Türkçe,17,D
2018,TYT,Türkçe,18,D
2018,TYT,Türkçe,19,B
2018,TYT,Türkçe,20,A
2018,TYT,Türkçe,21,A
2018,TYT,Türkçe,22,D
2018,TYT,Türkçe,23,A
2018,TYT,Türkçe,24,C
2018,TYT,Türkçe,25,A
2018,TYT,Türkçe,26,E
2018,TYT,Türkçe,27,E
2018,TYT,Türkçe,28,E
2018,TYT,Türkçe,29,D
2018,TYT,Türkçe,30,A
2018,TYT,Türkçe,31,E
2018,TYT,Türkçe,32,A
2018,TYT,Türkçe,33,C
2018,TYT,Türkçe,34,B
2018,TYT,Türkçe,35,D
2018,TYT,Türkçe,36,B
2018,TYT,Türkçe,37,C
2018,TYT,Türkçe,38,D
2018,TYT,Türkçe,39,B
2018,TYT,Türkçe,40,D
2019,TYT,Sosyal,1,D
2019,TYT,Sosyal,2,A
2019,TYT,Sosyal,3,D
2019,TYT,Sosyal,4,A
2019,TYT,Sosyal,5,C
2019,TYT,Sosyal,6,A
2019,TYT,Sosyal,7,İPTAL
2019,TYT,Sosyal,8,A
2019,TYT,Sosyal,9,C
2019,TYT,Sosyal,10,D
2019,TYT,Sosyal,11,C
2019,TYT,Sosyal,12,E
2019,TYT,Sosyal,13,C
2019,TYT,Sosyal,14,B
2019,TYT,Sosyal,15,A
2019,TYT,Sosyal,16,D
2019,TYT,Sosyal,17,E
2019,TYT,Sosyal,18,B
2019,TYT,Sosyal,19,E
2019,TYT,Sosyal,20,B
2019,TYT,Sosyal,21,D
2019,TYT,Sosyal,22,B
2019,TYT,Sosyal,23,E
2019,TYT,Sosyal,24,B
2019,TYT,Sosyal,25,C
2019,TYT,Matematik,1,E
2019,TYT,Matematik,2,B
2019,TYT,Matematik,3,C
2019,TYT,Matematik,4,E
2019,TYT,Matematik,5,A
2019,TYT,Matematik,6,B
2019,TYT,Matematik,7,İPTAL
2019,TYT,Matematik,8,B
2019,TYT,Matematik,9,B
2019,TYT,Matematik,10,C
2019,TYT,Matematik,11,C
2019,TYT,Matematik,12,A
2019,TYT,Matematik,13,D
2019,TYT,Matematik,14,A
2019,TYT,Matematik,15,A
2019,TYT,Matematik,16,C
2019,TYT,Matematik,17,D
2019,TYT,Matematik,18,D
2019,TYT,Matematik,19,A
2019,TYT,Matematik,20,D
2019,TYT,Matematik,21,E
2019,TYT,Matematik,22,E
2019,TYT,Matematik,23,C
2019,TYT,Matematik,24,D
2019,TYT,Matematik,25,C
2019,TYT,Matematik,26,B
2019,TYT,Matematik,27,C
2019,TYT,Matematik,28,B
2019,TYT,Matematik,29,D
2019,TYT,Matematik,30,C
2019,TYT,Matematik,31,D
2019,TYT,Matematik,32,A
2019,TYT,Matematik,33,E
2019,TYT,Matematik,34,B
2019,TYT,Matematik,35,C
2019,TYT,Matematik,36,E
2019,TYT,Matematik,37,D
2019,TYT,Matematik,38,E
2019,TYT,Matematik,39,B
2019,TYT,Matematik,40,C
2019,TYT,Türkçe,1,B
2019,TYT,Türkçe,2,A
2019,TYT,Türkçe,3,C
2019,TYT,Türkçe,4,B
2019,TYT,Türkçe,5,E
2019,TYT,Türkçe,6,A
2019,TYT,Türkçe,7,İPTAL
2019,TYT,Türkçe,8,E
2019,TYT,Türkçe,9,B
2019,TYT,Türkçe,10,C
2019,TYT,Türkçe,11,D
2019,TYT,Türkçe,12,E
2019,TYT,Türkçe,13,B
2019,TYT,Türkçe,14,B
2019,TYT,Türkçe,15,B
2019,TYT,Türkçe,16,C
2019,TYT,Türkçe,17,A
2019,TYT,Türkçe,18,B
2019,TYT,Türkçe,19,E
2019,TYT,Türkçe,20,B
2019,TYT,Türkçe,21,A
2019,TYT,Türkçe,22,A
2019,TYT,Türkçe,23,D
2019,TYT,Türkçe,24,C
2019,TYT,Türkçe,25,C
2019,TYT,Türkçe,26,E
2019,TYT,Türkçe,27,A
2019,TYT,Türkçe,28,C
2019,TYT,Türkçe,29,D
2019,TYT,Türkçe,30,E
2019,TYT,Türkçe,31,D
2019,TYT,Türkçe,32,E
2019,TYT,Türkçe,33,C
2019,TYT,Türkçe,34,D
2019,TYT,Türkçe,35,C
2019,TYT,Türkçe,36,E
2019,TYT,Türkçe,37,A
2019,TYT,Türkçe,38,D
2019,TYT,Türkçe,39,D
2019,TYT,Türkçe,40,A
2019,TYT,Fen,1,C
2019,TYT,Fen,2,B
2019,TYT,Fen,3,D
2019,TYT,Fen,4,E
2019,TYT,Fen,5,E
2019,TYT,Fen,6,D
2019,TYT,Fen,7,A
2019,TYT,Fen,8,C
2019,TYT,Fen,9,E
2019,TYT,Fen,10,D
2019,TYT,Fen,11,B
2019,TYT,Fen,12,D
2019,TYT,Fen,13,B
2019,TYT,Fen,14,A
2019,TYT,Fen,15,B
2019,TYT,Fen,16,B
2019,TYT,Fen,17,E
2019,TYT,Fen,18,C
2019,TYT,Fen,19,D
2019,TYT,Fen,20,E
2020,TYT,Matematik,1,C
2020,TYT,Matematik,2,C
2020,TYT,Matematik,3,A
2020,TYT,Matematik,4,D
2020,TYT,Matematik,5,C
2020,TYT,Matematik,6,D
2020,TYT,Matematik,7,E
2020,TYT,Matematik,8,D
2020,TYT,Matematik,9,B
2020,TYT,Matematik,10,A
2020,TYT,Matematik,11,A
2020,TYT,Matematik,12,B
2020,TYT,Matematik,13,B
2020,TYT,Matematik,14,A
2020,TYT,Matematik,15,B
2020,TYT,Matematik,16,E
2020,TYT,Matematik,17,C
2020,TYT,Matematik,18,A
2020,TYT,Matematik,19,D
2020,TYT,Matematik,20,C
2020,TYT,Matematik,21,D
2020,TYT,Matematik,22,C
2020,TYT,Matematik,23,B
2020,TYT,Matematik,24,C
2020,TYT,Matematik,25,E
2020,TYT,Matematik,26,E
2020,TYT,Matematik,27,E
2020,TYT,Matematik,28,D
2020,TYT,Matematik,29,B
2020,TYT,Matematik,30,B
2020,TYT,Matematik,31,D
2020,TYT,Matematik,32,C
2020,TYT,Matematik,33,A
2020,TYT,Matematik,34,D
2020,TYT,Matematik,35,E
2020,TYT,Matematik,36,C
2020,TYT,Matematik,37,C
2020,TYT,Matematik,38,B
2020,TYT,Matematik,39,A
2020,TYT,Matematik,40,E
2020,TYT,Fen,1,B
2020,TYT,Fen,2,E
2020,TYT,Fen,3,A
2020,TYT,Fen,4,A
2020,TYT,Fen,5,D
2020,TYT,Fen,6,D
2020,TYT,Fen,7,C
2020,TYT,Fen,8,C
2020,TYT,Fen,9,E
2020,TYT,Fen,10,A
2020,TYT,Fen,11,C
2020,TYT,Fen,12,C
2020,TYT,Fen,13,A
2020,TYT,Fen,14,B
2020,TYT,Fen,15,D
2020,TYT,Fen,16,E
2020,TYT,Fen,17,C
2020,TYT,Fen,18,E
2020,TYT,Fen,19,C
2020,TYT,Fen,20,E
2020,TYT,Sosyal,1,E
2020,TYT,Sosyal,2,E
2020,TYT,Sosyal,3,B
2020,TYT,Sosyal,4,D
2020,TYT,Sosyal,5,C
2020,TYT,Sosyal,6,B
2020,TYT,Sosyal,7,A
2020,TYT,Sosyal,8,D
2020,TYT,Sosyal,9,D
2020,TYT,Sosyal,10,C
2020,TYT,Sosyal,11,E
2020,TYT,Sosyal,12,C
2020,TYT,Sosyal,13,B
2020,TYT,Sosyal,14,E
2020,TYT,Sosyal,15,D
2020,TYT,Sosyal,16,B
2020,TYT,Sosyal,17,A
2020,TYT,Sosyal,18,C
2020,TYT,Sosyal,19,D
2020,TYT,Sosyal,20,B
2020,TYT,Sosyal,21,D
2020,TYT,Sosyal,22,C
2020,TYT,Sosyal,23,A
2020,TYT,Sosyal,24,E
2020,TYT,Sosyal,25,A
2020,TYT,Türkçe,1,B
2020,TYT,Türkçe,2,E
2020,TYT,Türkçe,3,A
2020,TYT,Türkçe,4,C
2020,TYT,Türkçe,5,A
2020,TYT,Türkçe,6,D
2020,TYT,Türkçe,7,E
2020,TYT,Türkçe,8,E
2020,TYT,Türkçe,9,A
2020,TYT,Türkçe,10,D
2020,TYT,Türkçe,11,B
2020,TYT,Türkçe,12,E
2020,TYT,Türkçe,13,A
2020,TYT,Türkçe,14,E
2020,TYT,Türkçe,15,B
2020,TYT,Türkçe,16,C
2020,TYT,Türkçe,17,B
2020,TYT,Türkçe,18,C
2020,TYT,Türkçe,19,A
2020,TYT,Türkçe,20,D
2020,TYT,Türkçe,21,B
2020,TYT,Türkçe,22,E
2020,TYT,Türkçe,23,D
2020,TYT,Türkçe,24,B
2020,TYT,Türkçe,25,E
2020,TYT,Türkçe,26,D
2020,TYT,Türkçe,27,C
2020,TYT,Türkçe,28,A
2020,TYT,Türkçe,29,C
2020,TYT,Türkçe,30,A
2020,TYT,Türkçe,31,B
2020,TYT,Türkçe,32,C
2020,TYT,Türkçe,33,D
2020,TYT,Türkçe,34,B
2020,TYT,Türkçe,35,C
2020,TYT,Türkçe,36,D
2020,TYT,Türkçe,37,E
2020,TYT,Türkçe,38,B
2020,TYT,Türkçe,39,C
2020,TYT,Türkçe,40,D
2021,TYT,Matematik,1,E
2021,TYT,Matematik,2,A
2021,TYT,Matematik,3,D
2021,TYT,Matematik,4,B
2021,TYT,Matematik,5,C
2021,TYT,Matematik,6,D
2021,TYT,Matematik,7,E
2021,TYT,Matematik,8,A
2021,TYT,Matematik,9,A
2021,TYT,Matematik,10,E
2021,TYT,Matematik,11,D
2021,TYT,Matematik,12,D
2021,TYT,Matematik,13,A
2021,TYT,Matematik,14,B
2021,TYT,Matematik,15,A
2021,TYT,Matematik,16,A
